messages,sender_labels,receiver_labels,speakers,receivers,absolute_message_index,relative_message_index,seasons,years,game_score,game_score_delta,players,game_id
"I’m not sure how the next couple of turns are going to shake out. But I like that you tell me when you’re angry with me. I know that may seem like a small thing, but it’s just rare in Diplomacy. You get so many fake smiles.",True,True,italy,germany,1549,145,Fall,1906,8,3,"italy, germany",1
"So, if it comes down to you or him, I’m choosing you. And I’ll work to do a better job of keeping your confidence. I certainly understand how important that is, as I hate it when people o that same thing to me.",True,True,italy,germany,1551,146,Fall,1906,8,3,"italy, germany",1
So no more playing mediator for me.,True,True,italy,germany,1552,147,Fall,1906,8,3,"italy, germany",1
Okay. Is it true that you want the channel?,True,True,germany,italy,1557,148,Fall,1906,5,-3,"italy, germany",1
And are you planning to keep Vienna?,True,True,germany,italy,1559,149,Fall,1906,5,-3,"italy, germany",1
I am not planning to keep Vienna. And yeah I’ve asked France for support to the Channel. Do you think he’s on board?,True,True,italy,germany,1561,150,Fall,1906,8,3,"italy, germany",1
I'm not sure. Is *England* on board? Is this something England can know about?,True,NOANNOTATION,germany,italy,1569,151,Fall,1906,5,-3,"italy, germany",1
"No, do you think France will Support me to the Channel?",True,True,italy,germany,1573,152,Fall,1906,8,3,"italy, germany",1
"France has asked my opinion on it, and I haven't given it yet. To my estimation things look a lot better for me if you don't end up there: I don't want to see England in Mao, and I don't want to see you snagging pieces of the north.",True,True,germany,italy,1576,153,Fall,1906,5,-3,"italy, germany",1
"Okay, well, here is my thinking. Tell France whatever you want to make him happy. Then tell me how you really feel. And if you don’t want me to go there, I won’t go there.",True,True,italy,germany,1578,154,Fall,1906,8,3,"italy, germany",1
"If I hadn't asked you about it, would that have just been another surprise, too?",True,True,germany,italy,1579,155,Fall,1906,5,-3,"italy, germany",1
"Absolutely. 

You and I have discussed our moves and been honest with each other every turn. But we have not been sharing all our moves or pre-clearing all of our moves. So that would have Ben a surprise in the same way that your moves are a surprise to me. (I never tell you what to do or insist on knowing).",True,True,italy,germany,1580,156,Fall,1906,8,3,"italy, germany",1
"I kind of thought that you would have wanted me in the Channel because it commits me further against England, but I can understand what you’re saying now about wanting me to hang back.",True,True,italy,germany,1581,157,Fall,1906,8,3,"italy, germany",1
"But I don’t think there is anything wrong with me contemplating moves without telling you all of them. You asked me about it, and I told you the truth.",False,True,italy,germany,1582,158,Fall,1906,8,3,"italy, germany",1
"I do think that this move is a breach of general expectation, which is the kind of thing I'd like to know about. And it's also the kind of thing I've shared with you: case in point, my desire to stab England.",True,True,germany,italy,1587,159,Fall,1906,5,-3,"italy, germany",1
Okay. Understood.,True,True,italy,germany,1592,160,Fall,1906,8,3,"italy, germany",1
"Is there anything I could gain from seeing you in the channel? Would you support me taking Nth, and potentially seizing the island?",True,True,germany,italy,1598,161,Fall,1906,5,-3,"italy, germany",1
"Here's what I'm thinking: I would be on board with you taking the channel (and I'd give France the green light to go ahead with it) if you would agree to bump Nao out of Mao using Wes, and if you'd be open to supporting some anti-English aggression while holding the channel so that I can get on equal footing with you, dot-wise.

If you don't want to agree to those terms, that's okay, but I would strongly prefer not to see you in the channel in that case.",True,True,germany,italy,1614,162,Fall,1906,5,-3,"italy, germany",1
"I’m going to be out of pocket this weekend, so let’s talk this through more on Monday. Generally, I agree that I’ll either stay out of the Channel or agree to your terms for entering there.",True,True,italy,germany,1624,163,Fall,1906,8,3,"italy, germany",1
"If you decide to stay out of the channel, I have a deal that I like with England in the works. For that deal to go through, you'd have to agree to move Mao into Portugal to let England take Mao. Would you be amenable to that?",True,True,germany,italy,1625,164,Fall,1906,5,-3,"italy, germany",1
"(If this second offer is more to think about than a no-brainer, you can just mull it over and let me know monday)",True,True,germany,italy,1626,165,Fall,1906,5,-3,"italy, germany",1
"So, here is my concern with the England offer: If I’m taking Portugal, why do we want England in MAO? And why would he want to go to MAO? I’m not sure I understand that one. Can you explain?",True,True,italy,germany,1629,166,Fall,1906,8,3,"italy, germany",1
"Well, when I initially proposed the deal I had forgotten that Portugal was promised to England. Then England agreed to it on the condition that you would confirm that move, so I figured E thought you would just move out of there next year? But now that I think about it, it’s probably worth asking England why they’d agree to that.",True,True,germany,italy,1631,167,Fall,1906,5,-3,"italy, germany",1
I’d prefer that you not tell England I am considering moving to the Channel. I don’t think he would like that.,True,True,italy,germany,1632,168,Fall,1906,8,3,"italy, germany",1
I don’t really want to discuss this stuff with England at all.,True,True,italy,germany,1633,169,Fall,1906,8,3,"italy, germany",1
"Well, England changed their mind about the plan I offered anyway. So, are you taking the channel?",True,True,germany,italy,1645,170,Fall,1906,5,-3,"italy, germany",1
"No, I’m not taking the Channel.",True,True,italy,germany,1669,171,Fall,1906,8,3,"italy, germany",1
Okay was that a recent decision? Because like an hour ago France said they were supporting you into the channel,True,True,germany,italy,1671,172,Fall,1906,5,-3,"italy, germany",1
"Well, when I tell you what I plan to do, do you turn around and tell France? This makes me uncomfortable speaking with you.",True,True,italy,germany,1673,173,Fall,1906,8,3,"italy, germany",1
I haven't spoken to France since then. I didn't realize you were giving the two of us different information on this particular subject. But I don't think I've revealed anything to them about what you plan to do. Mostly because you haven't told me.,True,True,germany,italy,1679,174,Fall,1906,5,-3,"italy, germany",1
"Well, I have been honest with both you and France. You told me that I need to promise you a set of things in order to take the Channel. I felt like it was more than I could be sure of doing, so I am not entering the Channel. I won’t go there without your permission.",False,True,italy,germany,1683,175,Fall,1906,8,3,"italy, germany",1
I appreciate that. And I'll keep the remainder of this conversation between us unless I hear otherwise. Have you just recently made an agreement with England?,True,True,germany,italy,1684,176,Fall,1906,5,-3,"italy, germany",1
I heard as much but I want to verify the contents of that agreement with you,True,True,germany,italy,1685,177,Fall,1906,5,-3,"italy, germany",1
"Btw, France just said that they submitted the orders to support you into the channel.",True,True,germany,italy,1687,178,Fall,1906,5,-3,"italy, germany",1
"I don’t have an agreement with England, but he is asking me about my moves and trying to get my help.",True,True,italy,germany,1688,179,Fall,1906,8,3,"italy, germany",1
"Okay--then England is lying to me, saying that you're helping support Eng-Brest.",True,True,germany,italy,1689,180,Fall,1906,5,-3,"italy, germany",1
"Ha! Yeah, fat chance.",False,True,italy,germany,1691,181,Fall,1906,8,3,"italy, germany",1
...but did you lie to England about that? Or can I say to England that I don't think you'll actually provide that support?,True,True,germany,italy,1692,182,Fall,1906,5,-3,"italy, germany",1
What is Paris up to?,True,True,italy,germany,1693,183,Fall,1906,8,3,"italy, germany",1
I suggest you just not tell England anything about my moves.,True,True,italy,germany,1694,184,Fall,1906,8,3,"italy, germany",1
Do you want me to support England to Brest?,True,NOANNOTATION,italy,germany,1696,185,Fall,1906,8,3,"italy, germany",1
I guess I’m not sure what your goals are here.,True,True,italy,germany,1697,186,Fall,1906,8,3,"italy, germany",1
"I just kind of feel like you’re grilling me with a lot of questions, but not telling me what you’re doing or what you want from me.",True,True,italy,germany,1699,187,Fall,1906,8,3,"italy, germany",1
